Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,DayOfWeek,Quarter,IsWeekend,Profit_Margin,Revenue_Per_Unit,Retailer_enc,Region_enc,State_enc,City_enc,Product_enc,Target
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,36.0,302,1087,565,Outlet,8,5,3,1,51.98,3.6,4,2,42,22,3,2
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,45.0,302,1359,544,Outlet,1,0,1,0,40.03,4.5,5,4,4,46,2,2
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,30.0,300,9000,3150,Outlet,4,3,2,0,35.0,30.0,3,2,41,25,0,2
Sports Direct,1197831,2021-09-28,South,Alabama,Birmingham,Men's Apparel,30.0,300,9000,4050,Outlet,9,1,3,0,45.0,30.0,3,2,0,6,0,2
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Street Footwear,30.0,300,9000,3150,In-store,5,2,2,0,35.0,30.0,1,0,24,49,5,0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Street Footwear,15.0,300,4500,1575,In-store,9,6,3,1,35.0,15.0,1,0,24,49,5,0
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,300,6000,2400,In-store,2,3,1,0,40.0,20.0,5,4,43,45,4,0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,20.0,300,6000,2100,In-store,10,0,4,0,35.0,20.0,5,4,43,45,5,0
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Street Footwear,30.0,300,9000,3600,Online,1,4,1,0,40.0,30.0,0,0,34,14,5,1
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,6000,2400,Online,4,5,2,1,40.0,20.0,1,2,23,24,4,1
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,6000,2400,Online,1,5,1,1,40.0,20.0,3,2,23,24,4,1
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,300,7500,2625,Online,4,1,2,0,35.0,25.0,4,2,3,27,1,1
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,15.0,300,4500,1800,Online,4,1,2,0,40.0,15.0,4,2,3,27,5,1
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,20.0,300,6000,2400,Online,10,3,4,0,40.0,20.0,4,2,3,27,5,1
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.0,300,4500,1575,Online,11,5,4,1,35.0,15.0,2,2,35,37,1,1
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,300,4500,1575,Online,2,6,1,1,35.0,15.0,2,2,35,37,5,1
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Apparel,30.0,300,9000,3150,Online,4,1,2,0,35.0,30.0,2,0,15,50,3,1
Foot Locker,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Apparel,30.0,300,9000,3150,Online,10,3,4,0,35.0,30.0,1,0,15,50,3,1
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30.0,300,9000,3150,In-store,6,3,2,0,35.0,30.0,5,0,48,32,1,0
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25.0,300,7500,2625,In-store,1,6,1,1,35.0,25.0,5,0,48,32,5,0
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,20.0,300,6000,2400,In-store,2,2,1,0,40.0,20.0,5,0,13,23,3,0
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.0,300,7500,3000,In-store,1,6,1,1,40.0,25.0,5,0,13,23,5,0
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,30.0,300,9000,3600,In-store,2,2,1,0,40.0,30.0,5,0,13,23,5,0
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,300,9000,2700,In-store,1,3,1,0,30.0,30.0,3,1,29,36,5,0
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Street Footwear,45.0,300,1350,837,Online,1,4,1,0,62.0,4.5,1,1,31,35,2,1
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,51.0,300,1530,643,Online,5,0,2,0,42.03,5.1,4,1,31,35,1,1
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,52.0,300,1560,874,Online,4,4,2,0,56.03,5.2,5,3,8,31,2,1
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60.0,299,1794,1076,Online,4,0,2,0,59.98,6.0,4,1,31,35,2,1
West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,60.0,299,1794,1076,Online,9,4,3,0,59.98,6.0,5,3,8,31,2,1
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,42.0,298,1252,713,Outlet,9,3,3,0,56.95,4.2,4,2,42,22,3,2
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,38.0,298,1132,430,Outlet,10,2,4,0,37.99,3.8,4,2,42,22,5,2
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Street Footwear,60.0,298,1788,751,Outlet,7,4,3,0,42.0,6.0,5,4,36,42,2,2
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,39.0,297,1158,533,Online,9,1,3,0,46.03,3.9,4,2,42,22,5,1
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,38.0,297,1129,429,Outlet,3,5,1,1,38.0,3.8,1,1,31,35,4,2
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,36.0,297,1069,470,Outlet,4,0,2,0,43.97,3.6,2,4,4,28,2,2
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,68.0,297,2020,747,Outlet,7,4,3,0,36.98,6.8,4,3,8,39,2,2
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,37.0,296,1095,383,Outlet,2,4,1,0,34.98,3.7,1,1,31,35,1,2
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,37.0,296,1095,449,Outlet,3,4,1,0,41.0,3.7,1,1,31,35,5,2
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,295,7375,2581,In-store,11,3,4,0,35.0,25.0,1,0,24,49,5,0
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35.0,295,1033,434,Outlet,3,3,1,0,42.01,3.5,1,1,31,35,5,2
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,32.0,295,944,538,Outlet,8,0,3,0,56.99,3.2,4,2,42,22,3,2
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,28.0,295,826,339,Outlet,8,1,3,0,41.04,2.8,4,2,42,22,2,2
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,29.0,295,856,342,Outlet,8,0,3,0,39.95,2.9,4,2,42,22,2,2
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,60.0,294,1764,882,Online,7,4,3,0,50.0,6.0,3,3,32,11,2,1
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,43.0,294,1264,531,Outlet,4,2,2,0,42.01,4.3,4,1,31,35,5,2
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,47.0,293,1377,868,Online,8,5,3,1,63.04,4.7,4,2,42,22,3,1
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.0,293,1494,598,Online,2,3,1,0,40.03,5.1,5,4,4,46,2,1
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,48.0,290,1392,529,Online,1,4,1,0,38.0,4.8,1,1,31,35,3,1
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,59.0,290,1711,616,Online,3,1,1,0,36.0,5.9,1,1,31,35,3,1
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,62.0,290,1798,665,Online,4,5,2,1,36.99,6.2,4,1,31,35,3,1
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,68.0,290,1972,749,Online,4,6,2,1,37.98,6.8,4,1,31,35,3,1
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,68.0,290,1972,690,Online,7,5,3,1,34.99,6.8,4,1,31,35,3,1
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,290,1595,941,Online,4,4,2,0,59.0,5.5,5,3,8,31,2,1
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,67.0,290,1943,1166,Online,12,6,4,1,60.01,6.7,1,3,39,10,2,1
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,43.0,289,1243,398,Outlet,1,2,1,0,32.02,4.3,1,1,31,35,0,2
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,31.0,289,896,331,Outlet,2,0,1,0,36.94,3.1,1,1,31,35,4,2
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,33.0,289,954,381,Outlet,2,6,1,1,39.94,3.3,1,1,31,35,4,2
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,51.0,289,1474,472,Outlet,4,5,2,1,32.02,5.1,4,1,31,35,0,2
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,23.0,289,665,279,Outlet,7,6,3,1,41.95,2.3,3,2,42,22,1,2
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,44.0,289,1272,725,Outlet,10,6,4,1,57.0,4.4,4,2,42,22,3,2
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,28.0,289,809,340,Outlet,11,5,4,1,42.03,2.8,5,4,4,46,2,2
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,36.0,289,1040,343,Outlet,1,5,1,1,32.98,3.6,5,4,4,46,2,2
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,38.0,289,1098,505,Outlet,5,4,2,0,45.99,3.8,2,4,4,28,2,2
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,47.0,289,1358,625,Outlet,7,4,3,0,46.02,4.7,1,2,23,24,2,2
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,36.0,288,1037,435,Outlet,2,5,1,1,41.95,3.6,1,1,31,35,5,2
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,45.0,288,1296,441,Outlet,3,6,1,1,34.03,4.5,1,1,31,35,0,2
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42.0,288,1210,339,Outlet,5,2,2,0,28.02,4.2,2,4,4,28,1,2
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,36.0,288,1037,487,Outlet,2,2,1,0,46.96,3.6,5,3,8,39,2,2
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,287,1464,849,Online,9,6,3,1,57.99,5.1,1,3,39,10,2,1
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,30.0,287,861,362,Outlet,8,3,3,0,42.04,3.0,4,2,42,22,1,2
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,40.0,287,1148,402,Outlet,1,6,1,1,35.02,4.0,5,4,4,46,2,2
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,42.0,287,1205,205,Outlet,1,0,1,0,17.01,4.2,5,4,4,46,1,2
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,61.0,286,1745,698,Online,3,6,1,1,40.0,6.1,1,1,31,35,3,1
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54.0,285,1539,723,Online,5,1,2,0,46.98,5.4,4,1,31,35,5,1
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.0,285,1254,602,Online,10,1,4,0,48.01,4.4,4,2,42,22,1,1
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285,1311,787,Online,4,4,2,0,60.03,4.6,3,2,41,25,5,1
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,32.0,285,912,383,Outlet,8,1,3,0,42.0,3.2,4,2,42,22,1,2
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,30.0,285,855,402,Outlet,4,6,2,1,47.02,3.0,2,4,4,28,2,2
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.0,284,1505,828,Online,9,2,3,0,55.02,5.3,1,3,8,31,2,1
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283,934,532,Online,4,1,2,0,56.96,3.3,1,3,39,10,2,1
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282,1354,744,Online,5,2,2,0,54.95,4.8,1,3,39,10,2,1
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,36.0,281,1012,374,Outlet,1,5,1,1,36.96,3.6,1,1,31,35,4,2
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,44.0,281,1236,445,Outlet,2,1,1,0,36.0,4.4,1,1,31,35,0,2
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281,955,373,Outlet,10,3,4,0,39.06,3.4,4,2,42,22,5,2
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281,1180,531,Outlet,1,4,1,0,45.0,4.2,5,4,4,46,5,2
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.0,281,1293,608,Outlet,10,5,4,1,47.02,4.6,3,2,42,15,2,2
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,843,447,Outlet,1,5,1,1,53.02,3.0,1,3,9,3,3,2
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280,1652,661,Online,4,4,2,0,40.01,5.9,4,1,31,35,3,1
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280,1316,461,Outlet,2,0,1,0,35.03,4.7,1,1,31,35,0,2
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280,1316,474,Outlet,5,4,2,0,36.02,4.7,4,1,31,35,0,2
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280,1092,197,Outlet,1,6,1,1,18.04,3.9,5,4,4,46,1,2
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,280,1120,459,Outlet,9,5,3,1,40.98,4.0,3,2,42,15,1,2
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.0,280,1176,647,Outlet,9,2,3,0,55.02,4.2,3,2,42,15,3,2
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,36.0,280,1008,645,Outlet,9,6,3,1,63.99,3.6,3,2,0,6,3,2
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,47.0,280,1316,921,Outlet,9,5,3,1,69.98,4.7,3,2,0,6,3,2
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280,1624,585,Outlet,12,3,4,0,36.02,5.8,4,3,8,39,2,2
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279,1200,396,Outlet,4,4,2,0,33.0,4.3,4,1,31,35,0,2
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279,1339,496,Outlet,5,3,2,0,37.04,4.8,4,1,31,35,0,2
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278,1279,614,Online,3,4,1,0,48.01,4.6,1,1,31,35,5,1
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278,1557,950,Online,9,1,3,0,61.01,5.6,1,3,8,31,3,1
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,58.0,278,1612,984,Online,8,4,3,0,61.04,5.8,1,3,39,10,3,1
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,278,1390,792,Online,11,5,4,1,56.98,5.0,1,3,39,10,2,1
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,46.0,278,1279,435,Outlet,3,5,1,1,34.01,4.6,1,1,31,35,0,2
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47.0,278,1307,287,Outlet,1,1,1,0,21.96,4.7,5,4,4,46,1,2
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,36.0,278,1001,530,Outlet,9,1,3,0,52.95,3.6,3,2,0,6,5,2
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,34.0,278,945,397,Outlet,7,1,3,0,42.01,3.4,5,4,11,7,5,2
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277,1551,698,Online,1,1,1,0,45.0,5.6,5,4,4,46,2,1
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.0,276,994,467,Online,1,1,1,0,46.98,3.6,1,1,31,35,5,1
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276,1021,643,Online,8,0,3,0,62.98,3.7,4,2,42,22,3,1
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.0,276,773,417,Online,3,1,1,0,53.95,2.8,3,3,32,11,2,1
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,25.0,275,6875,2750,Outlet,8,0,3,0,40.0,25.0,3,2,0,6,0,2
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275,6875,2750,In-store,1,0,1,0,40.0,25.0,1,0,21,18,4,0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275,8250,2888,In-store,4,6,2,1,35.01,30.0,1,0,24,49,1,0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275,5500,1925,In-store,4,6,2,1,35.0,20.0,1,0,24,49,5,0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275,4125,1650,In-store,9,6,3,1,40.0,15.0,1,0,24,49,4,0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275,6875,2406,In-store,9,6,3,1,35.0,25.0,1,0,24,49,0,0
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275,6875,2750,In-store,5,2,2,0,40.0,25.0,5,4,43,45,4,0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275,5500,2200,In-store,10,0,4,0,40.0,20.0,5,4,43,45,4,0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,30.0,275,8250,2888,In-store,10,0,4,0,35.01,30.0,5,4,43,45,0,0
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275,5500,2200,Online,3,1,1,0,40.0,20.0,1,2,23,24,4,1
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275,5500,2200,Online,10,3,4,0,40.0,20.0,4,2,3,27,4,1
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,30.0,275,8250,2888,Online,10,3,4,0,35.01,30.0,4,2,3,27,0,1
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275,6875,2406,Online,2,6,1,1,35.0,25.0,5,2,3,27,1,1
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275,2750,1100,Online,3,4,1,0,40.0,10.0,5,2,35,37,5,1
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275,6875,2750,Online,3,4,1,0,40.0,25.0,5,2,35,37,3,1
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,275,4125,1650,Online,9,6,3,1,40.0,15.0,5,2,35,37,5,1
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.0,275,4125,1444,Online,11,5,4,1,35.01,15.0,1,0,15,50,1,1
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.0,275,8250,2475,Online,1,1,1,0,30.0,30.0,1,0,15,50,5,1
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275,6875,2063,Online,1,5,1,1,30.01,25.0,3,0,40,48,5,1
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275,6875,2750,Online,2,1,1,0,40.0,25.0,3,0,33,19,3,1
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250,2888,In-store,6,6,2,1,35.01,30.0,1,0,14,17,1,0
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250,2888,In-store,9,1,3,0,35.01,30.0,1,0,14,17,1,0
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275,4125,1444,In-store,3,1,1,0,35.01,15.0,5,0,13,23,5,0
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,25.0,275,6875,2750,In-store,3,1,1,0,40.0,25.0,5,0,13,23,3,0
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.0,275,8250,3300,In-store,9,5,3,1,40.0,30.0,5,0,13,23,1,0
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.0,275,8250,3300,In-store,3,1,1,0,40.0,30.0,5,1,47,10,1,0
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275,8250,3300,In-store,2,0,1,0,40.0,30.0,1,1,19,4,5,0
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,30.0,275,8250,3300,In-store,3,5,1,1,40.0,30.0,1,1,7,51,5,0
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275,6875,2750,In-store,1,6,1,1,40.0,25.0,2,1,7,51,5,0
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.0,273,1447,622,Online,4,1,2,0,42.99,5.3,4,1,31,35,1,1
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273,1529,764,Online,1,2,1,0,49.97,5.6,5,4,4,46,2,1
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273,1693,779,Online,1,0,1,0,46.01,6.2,5,4,4,46,2,1
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273,1583,428,Online,2,4,1,0,27.04,5.8,5,4,4,46,1,1
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,46.0,273,1256,691,Online,9,4,3,0,55.02,4.6,3,2,42,15,5,1
Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273,1201,661,Online,8,3,3,0,55.04,4.4,1,4,46,47,2,1
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,273,1392,780,Online,6,0,2,0,56.03,5.1,1,3,39,10,2,1
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,27.0,272,734,404,Outlet,8,1,3,0,55.04,2.7,4,2,42,22,3,2
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,31.0,272,843,329,Outlet,9,4,3,0,39.03,3.1,4,2,42,22,2,2
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36.0,272,979,382,Outlet,11,4,4,0,39.02,3.6,5,4,4,46,2,2
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,37.0,272,1006,292,Outlet,4,0,2,0,29.03,3.7,2,4,4,28,1,2
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40.0,272,1088,500,Outlet,5,2,2,0,45.96,4.0,2,4,4,28,2,2
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47.0,272,1278,729,Outlet,9,1,3,0,57.04,4.7,3,2,42,15,3,2
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,29.0,272,789,394,Outlet,4,3,2,0,49.94,2.9,3,2,41,25,2,2
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,38.0,272,1034,641,Outlet,4,1,2,0,61.99,3.8,3,2,41,25,3,2
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272,1360,435,Outlet,6,3,2,0,31.99,5.0,4,3,8,39,2,2
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272,1632,441,Outlet,8,1,3,0,27.02,6.0,4,3,8,39,1,2
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272,816,416,Outlet,1,1,1,0,50.98,3.0,5,3,8,39,2,2
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272,1632,604,Outlet,7,4,3,0,37.01,6.0,1,3,45,44,2,2
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272,1822,729,Outlet,8,1,3,0,40.01,6.7,1,3,45,44,2,2
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,46.0,272,1251,576,Outlet,12,3,4,0,46.04,4.6,5,2,17,34,2,2
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,33.0,271,894,376,Outlet,11,1,4,0,42.06,3.3,5,2,42,22,5,2
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40.0,271,1084,412,Outlet,12,4,4,0,38.01,4.0,5,4,4,46,2,2
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40.0,271,1084,325,Outlet,2,6,1,1,29.98,4.0,5,4,4,46,4,2
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,31.0,271,840,496,Outlet,4,3,2,0,59.05,3.1,3,2,41,25,3,2
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,44.0,271,1192,608,Outlet,4,3,2,0,51.01,4.4,3,2,41,25,1,2
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,40.0,271,1084,466,Outlet,7,1,3,0,42.99,4.0,5,4,11,7,1,2
